Date,City,CO,CO2,NO2,SO2,O3,PM2.5,PM10,AQI
2024-01-05 00:00:00+00:00,Brasilia,201.0,,6.3,1.0,18.0,9.7,12.5,7.2000003
2024-01-05 01:00:00+00:00,Brasilia,201.0,,6.1,1.0,18.0,10.1,12.9,7.2000003
2024-01-05 02:00:00+00:00,Brasilia,201.0,,5.8,1.0,17.0,10.2,13.0,6.8
2024-01-05 03:00:00+00:00,Brasilia,199.0,,5.3,0.9,17.0,9.9,12.6,6.8
2024-01-05 04:00:00+00:00,Brasilia,194.0,,4.3,0.8,18.0,5.3,6.7,7.2000003
2024-01-05 05:00:00+00:00,Brasilia,188.0,,3.0,0.6,20.0,5.3,6.6,8.0
2024-01-05 06:00:00+00:00,Brasilia,184.0,,2.1,0.5,21.0,4.2,5.3,8.4
2024-01-05 07:00:00+00:00,Brasilia,183.0,,1.9,0.4,21.0,2.7,3.5,8.4
2024-01-05 08:00:00+00:00,Brasilia,183.0,,2.1,0.3,20.0,2.2,2.8,8.0
2024-01-05 09:00:00+00:00,Brasilia,184.0,,2.4,0.3,20.0,1.5,1.9,8.0
2024-01-05 10:00:00+00:00,Brasilia,186.0,,2.7,0.4,22.0,1.1,1.5,8.8
2024-01-05 11:00:00+00:00,Brasilia,188.0,,3.0,0.5,25.0,0.9,1.2,10.0
2024-01-05 12:00:00+00:00,Brasilia,186.0,,2.8,0.5,28.0,1.6,2.1,11.2
2024-01-05 13:00:00+00:00,Brasilia,184.0,,2.3,0.5,31.0,1.5,2.0,12.4
2024-01-05 14:00:00+00:00,Brasilia,180.0,,1.7,0.5,35.0,1.5,2.1,14.0
2024-01-05 15:00:00+00:00,Brasilia,178.0,,1.2,0.5,38.0,1.6,2.2,15.2
2024-01-05 16:00:00+00:00,Brasilia,178.0,,1.1,0.5,38.0,1.6,2.2,15.2
2024-01-05 17:00:00+00:00,Brasilia,178.0,,1.2,0.4,37.0,1.4,2.0,14.8
2024-01-05 18:00:00+00:00,Brasilia,180.0,,1.5,0.4,35.0,1.3,1.8,14.0
2024-01-05 19:00:00+00:00,Brasilia,183.0,,2.1,0.4,31.0,1.5,2.0,12.4
2024-01-05 20:00:00+00:00,Brasilia,186.0,,3.0,0.4,26.0,1.5,2.1,10.4
2024-01-05 21:00:00+00:00,Brasilia,192.0,,4.1,0.5,21.0,1.8,2.4,8.4
2024-01-05 22:00:00+00:00,Brasilia,202.0,,5.9,0.7,16.0,2.3,3.1,6.9666667
2024-01-05 23:00:00+00:00,Brasilia,214.0,,8.0,1.0,12.0,2.8,3.7,6.958334
2024-01-06 00:00:00+00:00,Brasilia,247.0,,13.0,1.6,9.0,9.7,12.8,6.9583344
2024-01-06 01:00:00+00:00,Brasilia,241.0,,12.1,1.3,9.0,9.1,11.9,6.958333
2024-01-06 02:00:00+00:00,Brasilia,233.0,,10.8,0.8,8.0,8.6,11.3,6.8749995
2024-01-06 03:00:00+00:00,Brasilia,223.0,,9.3,0.4,8.0,6.8,9.0,6.7416663
2024-01-06 04:00:00+00:00,Brasilia,210.0,,7.2,0.2,9.0,6.4,8.4,6.4833336
2024-01-06 05:00:00+00:00,Brasilia,196.0,,4.9,0.1,11.0,6.2,8.0,6.5750003
2024-01-06 06:00:00+00:00,Brasilia,186.0,,3.2,0.1,13.0,4.8,6.1,6.65
2024-01-06 07:00:00+00:00,Brasilia,183.0,,2.8,0.2,13.0,4.6,5.8,6.7
2024-01-06 08:00:00+00:00,Brasilia,184.0,,3.0,0.3,13.0,4.1,5.3,6.8583336
2024-01-06 09:00:00+00:00,Brasilia,185.0,,3.2,0.4,15.0,2.6,3.4,7.016666
2024-01-06 10:00:00+00:00,Brasilia,186.0,,3.0,0.5,20.0,2.4,3.2,8.0
2024-01-06 11:00:00+00:00,Brasilia,188.0,,2.6,0.6,26.0,3.2,4.1,10.4
2024-01-06 12:00:00+00:00,Brasilia,181.0,,2.1,0.6,33.0,4.0,5.2,13.200001
2024-01-06 13:00:00+00:00,Brasilia,178.0,,1.7,0.6,35.0,3.1,4.1,14.0
2024-01-06 14:00:00+00:00,Brasilia,174.0,,1.1,0.5,39.0,2.9,3.8,15.599999
2024-01-06 15:00:00+00:00,Brasilia,170.0,,0.7,0.5,41.0,2.7,3.6,16.4
2024-01-06 16:00:00+00:00,Brasilia,167.0,,0.8,0.5,41.0,2.8,3.7,16.4
2024-01-06 17:00:00+00:00,Brasilia,164.0,,1.1,0.4,41.0,2.5,3.3,16.4
2024-01-06 18:00:00+00:00,Brasilia,164.0,,1.5,0.4,40.0,4.1,5.6,16.0
2024-01-06 19:00:00+00:00,Brasilia,165.0,,1.6,0.4,40.0,3.2,4.4,16.0
2024-01-06 20:00:00+00:00,Brasilia,169.0,,1.8,0.5,40.0,3.2,4.3,16.0
2024-01-06 21:00:00+00:00,Brasilia,179.0,,3.2,0.7,37.0,3.1,4.3,14.8
2024-01-06 22:00:00+00:00,Brasilia,202.0,,7.1,1.1,30.0,3.5,4.8,12.0
2024-01-06 23:00:00+00:00,Brasilia,231.0,,12.2,1.6,21.0,4.2,5.8,8.866666
2024-01-07 00:00:00+00:00,Brasilia,245.0,,16.6,1.9,13.0,5.6,7.8,8.983332
2024-01-07 01:00:00+00:00,Brasilia,246.0,,16.2,1.7,14.0,6.3,8.8,8.641665
2024-01-07 02:00:00+00:00,Brasilia,247.0,,15.5,1.5,15.0,6.5,9.0,8.408332
2024-01-07 03:00:00+00:00,Brasilia,241.0,,14.2,1.2,16.0,6.2,8.7,8.233333
2024-01-07 04:00:00+00:00,Brasilia,223.0,,11.6,0.9,18.0,5.6,7.7,8.183333
2024-01-07 05:00:00+00:00,Brasilia,199.0,,8.4,0.5,22.0,4.2,5.8,8.8
2024-01-07 06:00:00+00:00,Brasilia,180.0,,5.9,0.3,24.0,3.3,4.5,9.599999
2024-01-07 07:00:00+00:00,Brasilia,170.0,,5.0,0.4,25.0,2.2,3.0,10.0
2024-01-07 08:00:00+00:00,Brasilia,165.0,,4.9,0.7,25.0,1.6,2.2,10.0
2024-01-07 09:00:00+00:00,Brasilia,163.0,,4.7,0.9,27.0,1.4,1.9,10.8
2024-01-07 10:00:00+00:00,Brasilia,166.0,,4.2,1.1,34.0,1.8,2.5,13.6
2024-01-07 11:00:00+00:00,Brasilia,171.0,,3.7,1.2,43.0,2.7,3.8,17.2
2024-01-07 12:00:00+00:00,Brasilia,177.0,,3.3,2.2,79.0,5.4,7.6,31.599998
2024-01-07 13:00:00+00:00,Brasilia,170.0,,2.6,1.8,78.0,5.0,7.0,31.199999
2024-01-07 14:00:00+00:00,Brasilia,159.0,,1.7,1.2,77.0,4.2,5.9,30.8
2024-01-07 15:00:00+00:00,Brasilia,151.0,,1.1,0.8,75.0,3.4,4.7,30.0
2024-01-07 16:00:00+00:00,Brasilia,146.0,,0.8,0.6,72.0,3.1,4.3,28.800001
2024-01-07 17:00:00+00:00,Brasilia,143.0,,0.8,0.6,67.0,4.5,6.1,26.800001
2024-01-07 18:00:00+00:00,Brasilia,143.0,,1.2,0.6,62.0,4.5,6.1,24.8
2024-01-07 19:00:00+00:00,Brasilia,146.0,,2.1,0.6,56.0,4.4,6.1,22.4
2024-01-07 20:00:00+00:00,Brasilia,152.0,,3.4,0.6,48.0,4.2,5.7,19.199999
2024-01-07 21:00:00+00:00,Brasilia,160.0,,5.0,0.8,42.0,4.7,6.3,16.8
2024-01-07 22:00:00+00:00,Brasilia,173.0,,7.2,1.2,37.0,5.4,7.4,14.8
2024-01-07 23:00:00+00:00,Brasilia,189.0,,9.7,1.7,33.0,5.8,7.9,13.200001
2024-01-08 00:00:00+00:00,Brasilia,196.0,,9.9,2.1,50.0,7.9,11.1,20.0
2024-01-08 01:00:00+00:00,Brasilia,193.0,,9.3,2.0,48.0,6.9,9.7,19.199999
2024-01-08 02:00:00+00:00,Brasilia,189.0,,8.4,1.9,46.0,5.6,7.9,18.4
2024-01-08 03:00:00+00:00,Brasilia,185.0,,7.6,1.8,43.0,5.2,7.3,17.2
2024-01-08 04:00:00+00:00,Brasilia,182.0,,7.0,1.8,40.0,4.5,6.3,16.0
2024-01-08 05:00:00+00:00,Brasilia,180.0,,6.4,1.9,36.0,4.2,6.0,14.400001
2024-01-08 06:00:00+00:00,Brasilia,178.0,,6.0,1.9,33.0,3.9,5.5,13.200001
2024-01-08 07:00:00+00:00,Brasilia,175.0,,5.8,1.8,31.0,3.7,5.3,12.4
2024-01-08 08:00:00+00:00,Brasilia,172.0,,5.7,1.6,29.0,3.5,5.0,11.599999
2024-01-08 09:00:00+00:00,Brasilia,170.0,,5.5,1.5,29.0,3.5,5.0,11.599999
2024-01-08 10:00:00+00:00,Brasilia,169.0,,5.0,1.5,33.0,3.2,4.5,13.200001
2024-01-08 11:00:00+00:00,Brasilia,168.0,,4.4,1.5,40.0,2.9,4.2,16.0
2024-01-08 12:00:00+00:00,Brasilia,168.0,,3.4,1.4,46.0,1.1,1.6,18.4
2024-01-08 13:00:00+00:00,Brasilia,162.0,,2.8,1.2,47.0,1.0,1.5,18.8
2024-01-08 14:00:00+00:00,Brasilia,154.0,,2.0,0.9,48.0,1.4,2.0,19.199999
2024-01-08 15:00:00+00:00,Brasilia,148.0,,1.5,0.7,49.0,1.1,1.6,19.6
2024-01-08 16:00:00+00:00,Brasilia,145.0,,1.4,0.6,50.0,1.0,1.4,20.0
2024-01-08 17:00:00+00:00,Brasilia,143.0,,1.6,0.5,50.0,1.1,1.6,20.0
2024-01-08 18:00:00+00:00,Brasilia,144.0,,1.9,0.5,50.0,1.3,1.9,20.0
2024-01-08 19:00:00+00:00,Brasilia,147.0,,2.4,0.5,49.0,1.7,2.3,19.6
2024-01-08 20:00:00+00:00,Brasilia,152.0,,3.0,0.6,46.0,1.9,2.7,18.4
2024-01-08 21:00:00+00:00,Brasilia,157.0,,3.7,0.7,43.0,2.1,2.9,17.2
2024-01-08 22:00:00+00:00,Brasilia,160.0,,4.4,0.8,38.0,2.5,3.6,15.2
2024-01-08 23:00:00+00:00,Brasilia,163.0,,5.2,1.0,32.0,2.2,3.2,12.799999
2024-01-09 00:00:00+00:00,Brasilia,229.0,,13.8,1.7,16.0,7.4,10.2,6.9
2024-01-09 01:00:00+00:00,Brasilia,225.0,,13.2,1.8,15.0,7.2,10.0,6.5999994
2024-01-09 02:00:00+00:00,Brasilia,220.0,,12.3,1.8,14.0,7.1,9.8,6.15
2024-01-09 03:00:00+00:00,Brasilia,213.0,,11.1,1.8,13.0,7.3,10.0,6.225
2024-01-09 04:00:00+00:00,Brasilia,203.0,,9.5,1.5,13.0,6.9,9.5,6.3999996
2024-01-09 05:00:00+00:00,Brasilia,191.0,,7.7,1.1,14.0,7.3,10.1,6.600001
2024-01-09 06:00:00+00:00,Brasilia,182.0,,6.3,0.9,15.0,5.6,7.7,6.858334
2024-01-09 07:00:00+00:00,Brasilia,178.0,,5.8,1.0,14.0,4.6,6.3,7.0000005
2024-01-09 08:00:00+00:00,Brasilia,176.0,,5.8,1.2,13.0,3.6,5.0,7.0750003
2024-01-09 09:00:00+00:00,Brasilia,175.0,,5.6,1.4,15.0,3.5,4.8,7.083334
2024-01-09 10:00:00+00:00,Brasilia,176.0,,5.1,1.6,22.0,4.2,5.8,8.8
2024-01-09 11:00:00+00:00,Brasilia,178.0,,4.5,1.8,32.0,5.2,7.1,12.799999
2024-01-09 12:00:00+00:00,Brasilia,171.0,,3.8,1.7,39.0,5.3,7.1,15.599999
2024-01-09 13:00:00+00:00,Brasilia,170.0,,2.9,1.4,47.0,4.4,6.0,18.8
2024-01-09 14:00:00+00:00,Brasilia,169.0,,1.6,1.1,58.0,3.8,5.2,23.199999
2024-01-09 15:00:00+00:00,Brasilia,168.0,,0.8,0.8,66.0,3.5,4.9,26.399998
2024-01-09 16:00:00+00:00,Brasilia,165.0,,0.7,0.6,67.0,3.4,4.7,26.800001
2024-01-09 17:00:00+00:00,Brasilia,162.0,,1.0,0.4,64.0,3.2,4.5,25.599998
2024-01-09 18:00:00+00:00,Brasilia,162.0,,1.6,0.4,61.0,3.7,5.2,24.400002
2024-01-09 19:00:00+00:00,Brasilia,162.0,,1.8,0.5,61.0,4.1,5.8,24.400002
2024-01-09 20:00:00+00:00,Brasilia,165.0,,2.3,0.6,62.0,4.6,6.5,24.8
2024-01-09 21:00:00+00:00,Brasilia,180.0,,4.6,0.9,59.0,5.2,7.4,23.600002
2024-01-09 22:00:00+00:00,Brasilia,222.0,,10.7,1.5,48.0,6.4,9.1,19.199999
2024-01-09 23:00:00+00:00,Brasilia,276.0,,18.5,2.2,33.0,8.0,11.4,13.200001
2024-01-10 00:00:00+00:00,Brasilia,287.0,,18.3,2.5,32.0,8.8,12.6,12.799999
2024-01-10 01:00:00+00:00,Brasilia,282.0,,17.0,2.5,31.0,8.6,12.3,12.4
2024-01-10 02:00:00+00:00,Brasilia,273.0,,15.3,2.5,30.0,8.2,11.6,12.0
2024-01-10 03:00:00+00:00,Brasilia,263.0,,13.4,2.5,29.0,7.7,10.8,11.599999
2024-01-10 04:00:00+00:00,Brasilia,249.0,,11.5,2.4,29.0,7.0,9.9,11.599999
2024-01-10 05:00:00+00:00,Brasilia,233.0,,9.6,2.4,30.0,6.3,9.0,12.0
2024-01-10 06:00:00+00:00,Brasilia,218.0,,8.0,2.3,32.0,5.7,8.1,12.799999
2024-01-10 07:00:00+00:00,Brasilia,202.0,,6.7,2.2,35.0,5.1,7.3,14.0
2024-01-10 08:00:00+00:00,Brasilia,187.0,,5.7,2.1,38.0,4.5,6.4,15.2
2024-01-10 09:00:00+00:00,Brasilia,179.0,,5.5,2.1,40.0,4.1,5.9,16.0
2024-01-10 10:00:00+00:00,Brasilia,188.0,,6.8,2.3,39.0,4.2,6.0,15.599999
2024-01-10 11:00:00+00:00,Brasilia,204.0,,8.8,2.5,38.0,4.7,6.7,15.2
2024-01-10 12:00:00+00:00,Brasilia,185.0,,3.9,2.4,76.0,5.3,7.6,30.4
2024-01-10 13:00:00+00:00,Brasilia,176.0,,3.5,2.1,73.0,4.6,6.7,29.2
2024-01-10 14:00:00+00:00,Brasilia,163.0,,3.0,1.7,69.0,4.2,6.1,27.6
2024-01-10 15:00:00+00:00,Brasilia,154.0,,2.6,1.4,67.0,4.0,5.8,26.800001
2024-01-10 16:00:00+00:00,Brasilia,152.0,,2.3,1.3,70.0,4.1,5.9,28.0
2024-01-10 17:00:00+00:00,Brasilia,154.0,,2.0,1.4,74.0,4.2,6.1,29.6
2024-01-10 18:00:00+00:00,Brasilia,157.0,,2.0,1.4,78.0,4.5,6.5,31.199999
2024-01-10 19:00:00+00:00,Brasilia,155.0,,1.7,1.3,80.0,4.5,6.4,32.0
2024-01-10 20:00:00+00:00,Brasilia,153.0,,1.6,1.1,81.0,4.7,6.8,32.4
2024-01-10 21:00:00+00:00,Brasilia,164.0,,3.4,1.2,78.0,4.9,7.0,31.199999
2024-01-10 22:00:00+00:00,Brasilia,200.0,,9.3,1.6,66.0,6.1,8.8,26.399998
2024-01-10 23:00:00+00:00,Brasilia,248.0,,17.1,2.2,50.0,7.4,10.7,20.0
2024-01-11 00:00:00+00:00,Brasilia,213.0,,9.9,2.1,41.0,10.7,15.3,16.4
2024-01-11 01:00:00+00:00,Brasilia,211.0,,9.5,2.1,41.0,10.7,15.2,16.4
2024-01-11 02:00:00+00:00,Brasilia,209.0,,9.0,2.1,40.0,10.7,15.3,16.0
2024-01-11 03:00:00+00:00,Brasilia,209.0,,8.7,2.2,38.0,11.1,15.8,15.2
2024-01-11 04:00:00+00:00,Brasilia,213.0,,8.8,2.3,35.0,11.4,16.1,14.0
2024-01-11 05:00:00+00:00,Brasilia,219.0,,9.1,2.5,31.0,11.7,16.5,12.4
2024-01-11 06:00:00+00:00,Brasilia,226.0,,9.5,2.6,27.0,12.0,17.0,12.758331
2024-01-11 07:00:00+00:00,Brasilia,237.0,,10.3,2.6,21.0,12.5,17.8,13.283331
2024-01-11 08:00:00+00:00,Brasilia,249.0,,11.1,2.6,15.0,13.4,19.0,13.899999
2024-01-11 09:00:00+00:00,Brasilia,253.0,,11.0,2.6,19.0,14.2,20.3,14.641665
2024-01-11 10:00:00+00:00,Brasilia,242.0,,9.0,2.8,41.0,16.1,22.9,16.4
2024-01-11 11:00:00+00:00,Brasilia,222.0,,6.0,3.0,72.0,15.8,22.4,28.800001
2024-01-11 12:00:00+00:00,Brasilia,191.0,,3.2,2.9,93.0,9.8,14.0,37.2
2024-01-11 13:00:00+00:00,Brasilia,178.0,,2.5,2.4,92.0,8.1,11.6,36.8
2024-01-11 14:00:00+00:00,Brasilia,159.0,,1.6,1.7,90.0,6.7,9.7,36.0
2024-01-11 15:00:00+00:00,Brasilia,146.0,,1.0,1.1,88.0,5.5,7.9,35.2
2024-01-11 16:00:00+00:00,Brasilia,142.0,,0.9,0.8,85.0,4.6,6.6,34.0
2024-01-11 17:00:00+00:00,Brasilia,144.0,,1.0,0.7,81.0,5.4,7.9,32.4
2024-01-11 18:00:00+00:00,Brasilia,148.0,,1.5,0.7,78.0,6.0,8.7,31.199999
2024-01-11 19:00:00+00:00,Brasilia,151.0,,2.0,0.8,76.0,6.3,9.1,30.4
2024-01-11 20:00:00+00:00,Brasilia,156.0,,2.8,0.9,74.0,6.5,9.4,29.6
2024-01-11 21:00:00+00:00,Brasilia,171.0,,4.8,1.2,69.0,7.0,10.1,27.6
2024-01-11 22:00:00+00:00,Brasilia,202.0,,9.3,1.7,58.0,8.0,11.5,23.199999
2024-01-11 23:00:00+00:00,Brasilia,242.0,,15.0,2.3,45.0,9.0,12.9,19.300001
2024-01-12 00:00:00+00:00,Brasilia,301.0,,25.0,2.8,32.0,9.9,14.2,19.433334
